year,ncessch,ncessch_num,leaid,fips,grade,race,sex,enrollment
2016,191965001155,191965001155,1919650,19,1,3,1,2.0
2001,262946006530,262946006530,2629460,26,11,2,2,0.0
2016,80249000129,80249000129,802490,8,5,1,99,51.0
2018,510234000603,510234000603,5102340,51,3,99,2,11.0
2009,263255001461,263255001461,2632550,26,11,7,2,-2.0
2017,180345000467,180345000467,1803450,18,4,3,2,4.0
2012,173960003999,173960003999,1739600,17,7,5,99,0.0
2005,120018002801,120018002801,1200180,12,12,4,1,4.0
2015,250279000837,250279000837,2502790,25,15,6,99,0.0
2014,421209002305,421209002305,4212090,42,11,6,99,1.0
2015,40340001490,40340001490,403400,4,0,3,99,11.0
2017,362592003554,362592003554,3625920,36,9,2,1,0.0
2005,262994007575,262994007575,2629940,26,1,99,1,46.0
2002,540072001282,540072001282,5400720,54,11,4,1,0.0
2010,481623001299,481623001299,4816230,48,4,4,99,0.0
2013,171446001796,171446001796,1714460,17,4,6,99,0.0
2002,301328000338,301328000338,3013280,30,4,5,2,0.0
2017,360013502770,360013502770,3600135,36,6,1,99,0.0
2001,421314002596,421314002596,4213140,42,12,2,2,-1.0
1998,484110004681,484110004681,4841100,48,99,5,1,1.0
2010,370180002385,370180002385,3701800,37,7,1,2,42.0
2010,110000700221,110000700221,1100007,11,1,99,99,79.0
1999,411004000969,411004000969,4110040,41,15,1,1,0.0
2012,360393000153,360393000153,3603930,36,4,5,2,0.0
2017,480969000437,480969000437,4809690,48,9,99,1,33.0
2013,421752000067,421752000067,4217520,42,2,1,2,26.0
2006,120048000732,120048000732,1200480,12,2,99,2,60.0
2015,60003406983,60003406983,600034,6,7,99,1,39.0
2016,291434000655,291434000655,2914340,29,1,3,1,7.0
2006,291842000989,291842000989,2918420,29,9,5,99,0.0
2015,63153001204,63153001204,631530,6,2,4,2,19.0
2002,530927000572,530927000572,5309270,53,5,2,99,6.0
2002,610000900041,610000900041,6100009,61,1,1,1,17.0
2011,340186004758,340186004758,3401860,34,5,4,1,2.0
2013,110003200247,110003200247,1100032,11,1,2,2,3.0
1995,120153002240,120153002240,1201530,12,0,99,99,78.0
2011,484200004782,484200004782,4842000,48,3,99,1,9.0
2012,63432005422,63432005422,634320,6,99,6,99,1.0
2014,170000403010,170000403010,1700004,17,12,4,99,0.0
2014,362475004423,362475004423,3624750,36,-1,5,1,0.0
2016,390436700211,390436700211,3904367,39,2,5,99,1.0
2012,450249001341,450249001341,4502490,45,3,4,2,0.0
2002,481536001112,481536001112,4815360,48,9,3,99,4.0
2011,240012000471,240012000471,2400120,24,99,4,2,8.0
2011,421140000176,421140000176,4211400,42,99,7,99,4.0
2000,160195000346,160195000346,1601950,16,2,2,1,-1.0
2018,160093000169,160093000169,1600930,16,99,5,2,1.0
2011,69100612762,69100612762,691006,6,6,1,99,20.0
1998,61437001647,61437001647,614370,6,2,99,2,72.0
2003,482775003113,482775003113,4827750,48,99,99,2,150.0
2016,40039502536,40039502536,400395,4,7,2,99,3.0
2010,470381001568,470381001568,4703810,47,1,5,99,0.0
2002,63114004817,63114004817,631140,6,8,1,99,3.0
2003,181002001610,181002001610,1810020,18,5,1,2,19.0
2018,40075203192,40075203192,400752,4,10,7,99,0.0
2011,181272002018,181272002018,1812720,18,6,5,1,-1.0
2007,302547001008,302547001008,3025470,30,8,2,2,0.0
2006,483897004451,483897004451,4838970,48,99,5,99,4.0
2012,130336002409,130336002409,1303360,13,99,7,2,45.0
2015,231233000586,231233000586,2312330,23,2,1,1,21.0
2002,400687000811,400687000811,4006870,40,8,1,99,97.0
2009,181029000898,181029000898,1810290,18,9,2,99,2.0
2007,60797007673,60797007673,607970,6,3,2,1,3.0
2015,210299000739,210299000739,2102990,21,2,3,99,3.0
2004,120018000260,120018000260,1200180,12,1,5,99,1.0
2018,220084000652,220084000652,2200840,22,-1,1,99,1.0
2015,120003000033,120003000033,1200030,12,3,6,99,0.0
2010,20060000280,20060000280,200600,2,6,6,99,1.0
2012,482703008959,482703008959,4827030,48,99,3,99,418.0
1997,261200004716,261200004716,2612000,26,0,99,99,61.0
2010,530303000489,530303000489,5303030,53,9,2,1,0.0
2017,530771001154,530771001154,5307710,53,3,5,99,0.0
2004,530978001663,530978001663,5309780,53,7,5,1,2.0
2017,360585006460,360585006460,3605850,36,99,5,2,0.0
1993,291854001004,291854001004,2918540,29,4,99,99,93.0
2015,62100002525,62100002525,621000,6,3,3,2,13.0
1999,340603001518,340603001518,3406030,34,0,4,2,0.0
2018,320006000535,320006000535,3200060,32,7,2,1,71.0
2014,62553003818,62553003818,625530,6,7,99,2,114.0
2001,273384001612,273384001612,2733840,27,5,2,1,6.0
1999,200576000435,200576000435,2005760,20,0,5,1,0.0
1988,192931001679,192931001679,1929310,19,4,99,99,115.0
2012,401092000513,401092000513,4010920,40,9,2,1,17.0
2008,481620006237,481620006237,4816200,48,99,2,99,6.0
2000,550630000696,550630000696,5506300,55,99,1,1,110.0
2014,360010102162,360010102162,3600101,36,99,2,1,109.0
2016,170993000738,170993000738,1709930,17,5,1,1,
2010,80345006404,80345006404,803450,8,99,5,1,1.0
2015,402172001074,402172001074,4021720,40,5,4,1,0.0
2018,40187001676,40187001676,401870,4,-1,99,1,0.0
1999,170993001608,170993001608,1709930,17,7,2,2,0.0
1998,421743000696,421743000696,4217430,42,8,3,1,-1.0
2011,220030001918,220030001918,2200300,22,7,2,1,62.0
1992,120078000886,120078000886,1200780,12,2,99,99,117.0
2013,291145000408,291145000408,2911450,29,-1,1,1,-1.0
1998,130420001510,130420001510,1304200,13,99,2,2,80.0
2006,130174000725,130174000725,1301740,13,-1,3,2,0.0
2006,62292003504,62292003504,622920,6,4,5,2,0.0
2017,481623001325,481623001325,4816230,48,3,99,1,49.0
2002,480004307907,480004307907,4800043,48,12,1,99,19.0
2011,421917006995,421917006995,4219170,42,12,1,99,26.0
2006,510189001624,510189001624,5101890,51,2,5,2,0.0
2017,62271010835,62271010835,622710,6,1,7,1,
2000,263579007174,263579007174,2635790,26,5,3,1,0.0
2012,360015102679,360015102679,3600151,36,3,99,2,84.0
2010,390467605348,390467605348,3904676,39,3,3,99,5.0
2010,180372000592,180372000592,1803720,18,6,7,99,3.0
1998,210315000844,210315000844,2103150,21,5,2,99,0.0
2014,483318007873,483318007873,4833180,48,99,3,99,174.0
2011,390455502273,390455502273,3904555,39,1,5,99,0.0
2005,210387002000,210387002000,2103870,21,3,1,1,32.0
2000,170993005305,170993005305,1709930,17,99,2,1,92.0
2017,421899006767,421899006767,4218990,42,8,7,2,3.0
2015,360011305688,360011305688,3600113,36,99,1,1,2.0
2015,130327000057,130327000057,1303270,13,12,3,99,7.0
2014,63324005027,63324005027,633240,6,0,3,1,10.0
2017,401257000588,401257000588,4012570,40,6,3,2,3.0
1998,390503000724,390503000724,3905030,39,7,4,2,0.0
2017,10318002086,10318002086,103180,1,99,7,99,3.0
1988,180567002278,180567002278,1805670,18,99,3,99,1.0
2015,63471011159,63471011159,634710,6,8,6,2,0.0
2005,60195009694,60195009694,601950,6,1,3,2,30.0
2017,274227001774,274227001774,2742270,27,8,7,1,10.0
2010,482046002058,482046002058,4820460,48,12,1,2,15.0
2017,360765000546,360765000546,3607650,36,10,99,99,0.0
2011,340001500259,340001500259,3400015,34,4,99,1,18.0
2017,360504000241,360504000241,3605040,36,0,5,2,0.0
2009,361629001441,361629001441,3616290,36,3,2,1,8.0
1999,720003001010,720003001010,7200030,72,3,5,1,0.0
2011,483294010432,483294010432,4832940,48,1,4,99,6.0
2011,481254000756,481254000756,4812540,48,0,5,1,0.0
2018,180828001420,180828001420,1808280,18,12,6,2,
2012,381828000630,381828000630,3818280,38,9,1,2,24.0
2013,420204005075,420204005075,4202040,42,6,5,1,0.0
2017,61233014066,61233014066,612330,6,5,2,1,5.0
2000,402487001682,402487001682,4024870,40,3,1,2,48.0
2006,370261000596,370261000596,3702610,37,-1,2,2,21.0
2011,180963001575,180963001575,1809630,18,3,7,2,0.0
2010,317590001539,317590001539,3175900,31,99,99,99,284.0
2014,251113001830,251113001830,2511130,25,4,3,99,53.0
2007,40673000569,40673000569,406730,4,8,2,99,2.0
2000,310342000046,310342000046,3103420,31,2,1,99,23.0
2006,120192001960,120192001960,1201920,12,99,4,1,0.0
2017,490021000154,490021000154,4900210,49,2,4,2,0.0
2006,292343002439,292343002439,2923430,29,3,5,2,1.0
2005,251089000891,251089000891,2510890,25,6,2,1,2.0
2007,510183000772,510183000772,5101830,51,11,5,1,0.0
2003,410600001041,410600001041,4106000,41,12,3,1,-1.0
2012,50375001351,50375001351,503750,5,4,99,1,57.0
2007,100130000324,100130000324,1001300,10,11,4,1,0.0
2001,341788004560,341788004560,3417880,34,5,3,1,10.0
2013,220012000053,220012000053,2200120,22,3,1,1,8.0
1998,540060000872,540060000872,5400600,54,1,4,2,0.0
2016,210299001613,210299001613,2102990,21,8,7,99,0.0
2018,530861001441,530861001441,5308610,53,2,7,2,
2009,462250000194,462250000194,4622500,46,9,3,99,0.0
2010,61995002392,61995002392,619950,6,9,2,99,0.0
2003,290834000232,290834000232,2908340,29,1,2,99,1.0
2005,40615000503,40615000503,406150,4,6,3,2,2.0
2016,10166001793,10166001793,101660,1,10,6,1,0.0
2008,381212000400,381212000400,3812120,38,0,1,1,0.0
2013,240051001014,240051001014,2400510,24,6,6,1,0.0
2009,130354002219,130354002219,1303540,13,-1,2,2,5.0
2014,450231000536,450231000536,4502310,45,0,5,2,2.0
2006,390487403386,390487403386,3904874,39,12,2,1,1.0
1987,120171001877,120171001877,1201710,12,2,99,99,77.0
2013,510126000542,510126000542,5101260,51,12,2,2,53.0
2002,530771001194,530771001194,5307710,53,11,2,2,1.0
2018,260858004407,260858004407,2608580,26,2,2,2,7.0
2004,361518001269,361518001269,3615180,36,11,2,1,10.0
2016,370192000962,370192000962,3701920,37,2,4,2,11.0
2015,62825004366,62825004366,628250,6,7,7,1,2.0
2006,320006000659,320006000659,3200060,32,8,3,2,35.0
2009,422514006446,422514006446,4225140,42,1,5,99,1.0
2013,341431005666,341431005666,3414310,34,0,4,2,1.0
2010,500567000197,500567000197,5005670,50,3,5,99,0.0
2006,270028503618,270028503618,2700285,27,4,99,99,11.0
1998,482034002008,482034002008,4820340,48,7,3,1,24.0
2009,370228002461,370228002461,3702280,37,12,99,2,19.0
2016,50541000251,50541000251,505410,5,0,1,99,5.0
2016,90501001045,90501001045,905010,9,0,99,99,128.0
2015,360558000286,360558000286,3605580,36,6,7,1,8.0
2001,40025902080,40025902080,400259,4,1,2,99,8.0
2000,130012000127,130012000127,1300120,13,5,2,99,16.0
2007,421476001896,421476001896,4214760,42,1,3,2,1.0
2000,61449001701,61449001701,614490,6,0,5,99,0.0
2004,550192000245,550192000245,5501920,55,2,3,99,0.0
2018,120150007604,120150007604,1201500,12,99,6,1,1.0
2006,292886001824,292886001824,2928860,29,1,3,1,1.0
2003,340621000471,340621000471,3406210,34,1,3,99,5.0
2013,220090000724,220090000724,2200900,22,2,4,2,1.0
2010,80291006156,80291006156,802910,8,11,99,99,579.0
2009,40064102953,40064102953,400641,4,1,6,99,0.0
2016,360095306018,360095306018,3600953,36,4,9,9,0.0
2015,40320000248,40320000248,403200,4,99,2,1,0.0
2014,330061600295,330061600295,3300616,33,3,99,2,18.0
2017,40260000195,40260000195,402600,4,-1,6,2,0.0
2000,230921000245,230921000245,2309210,23,3,2,2,0.0
1998,560073000021,560073000021,5600730,56,8,2,99,0.0
2015,530732001090,530732001090,5307320,53,1,1,2,24.0
2014,62883004469,62883004469,628830,6,8,3,1,0.0
2015,200822000889,200822000889,2008220,20,99,6,1,0.0
2008,130402000524,130402000524,1304020,13,4,4,99,0.0
1998,90162000280,90162000280,901620,9,3,1,1,34.0
2004,120105003723,120105003723,1201050,12,1,2,1,0.0
2005,340002500291,340002500291,3400025,34,7,4,1,0.0
2017,220084000617,220084000617,2200840,22,10,2,1,4.0
2013,60939000944,60939000944,609390,6,9,3,2,256.0
2000,421176006851,421176006851,4211760,42,5,2,99,0.0
2008,274236001048,274236001048,2742360,27,99,6,99,-2.0
1998,500282000064,500282000064,5002820,50,1,99,1,0.0
2004,240009000228,240009000228,2400090,24,7,1,2,0.0
2015,170993000842,170993000842,1709930,17,99,6,1,0.0
2011,390463602532,390463602532,3904636,39,99,99,1,219.0
2000,60768000736,60768000736,607680,6,5,2,1,1.0
2005,360015302752,360015302752,3600153,36,15,4,99,0.0
2017,361917001732,361917001732,3619170,36,1,1,1,0.0
2007,450363001038,450363001038,4503630,45,99,3,1,83.0
2012,370039002618,370039002618,3700390,37,7,1,99,16.0
2012,720003001594,720003001594,7200030,72,99,5,99,0.0
2009,240012000503,240012000503,2400120,24,4,2,1,36.0
2015,482661002997,482661002997,4826610,48,2,7,2,0.0
2013,181125001813,181125001813,1811250,18,5,7,99,5.0
2006,292154001187,292154001187,2921540,29,6,99,2,36.0
2014,10129002147,10129002147,101290,1,3,1,99,151.0
2008,390506904034,390506904034,3905069,39,-1,99,1,36.0
2010,170993000968,170993000968,1709930,17,-1,2,2,0.0
2010,60985004978,60985004978,609850,6,2,7,1,0.0
2001,263501007067,263501007067,2635010,26,12,2,1,0.0
2001,530228001761,530228001761,5302280,53,8,3,99,1.0
2015,120087008053,120087008053,1200870,12,10,4,1,0.0
2002,20051000514,20051000514,200510,2,4,4,1,0.0
2008,200795001399,200795001399,2007950,20,5,99,1,30.0
2008,421875001054,421875001054,4218750,42,1,3,99,1.0
2011,481281009476,481281009476,4812810,48,99,99,99,824.0
2004,470300001203,470300001203,4703000,47,4,1,2,-1.0
2010,402283001216,402283001216,4022830,40,10,7,1,0.0
2005,360008402138,360008402138,3600084,36,7,1,99,1.0
2017,483057003445,483057003445,4830570,48,99,1,2,285.0
2010,260006900485,260006900485,2600069,26,3,1,1,6.0
2008,10063000275,10063000275,100630,1,5,1,1,51.0
2001,181095001511,181095001511,1810950,18,1,3,2,0.0
1999,481970001867,481970001867,4819700,48,6,4,99,10.0
2011,590005100004,590005100004,5900051,59,3,99,99,-1.0
2008,262274000121,262274000121,2622740,26,99,1,2,31.0
2017,120156001637,120156001637,1201560,12,11,4,2,0.0
2011,120153004421,120153004421,1201530,12,2,4,2,0.0
2016,421851002824,421851002824,4218510,42,4,4,1,17.0
2015,551365001800,551365001800,5513650,55,5,1,99,48.0
2002,270022603471,270022603471,2700226,27,99,99,99,132.0
2017,120108007463,120108007463,1201080,12,1,4,2,0.0
1993,251263002070,251263002070,2512630,25,99,2,99,21.0
2015,410470001766,410470001766,4104700,41,11,4,1,1.0
2007,370363001479,370363001479,3703630,37,4,1,2,56.0
2009,61155001290,61155001290,611550,6,2,3,1,12.0
2016,192013001187,192013001187,1920130,19,-1,2,2,
2005,260867004418,260867004418,2608670,26,6,5,99,1.0
2016,69101809230,69101809230,691018,6,8,9,99,0.0
2006,240048000799,240048000799,2400480,24,3,5,1,0.0
2018,231479100026,231479100026,2314791,23,99,9,9,0.0
2009,192244001343,192244001343,1922440,19,99,6,2,1.0
1999,63777006383,63777006383,637770,6,7,1,1,17.0
2001,318001000134,318001000134,3180010,31,10,5,2,0.0
2013,60363000314,60363000314,603630,6,2,4,99,0.0
2017,450387001131,450387001131,4503870,45,-1,99,2,12.0
2000,380284000033,380284000033,3802840,38,4,4,2,0.0
2001,420714001529,420714001529,4207140,42,12,1,99,0.0
2003,360010205553,360010205553,3600102,36,-1,4,2,5.0
1987,63066004775,63066004775,630660,6,99,4,99,23.0
1993,391001901248,391001901248,3910019,39,99,99,99,183.0
2016,540051001231,540051001231,5400510,54,9,5,1,0.0
2009,61437001647,61437001647,614370,6,3,99,99,106.0
2002,390656800725,390656800725,3906568,39,11,3,1,1.0
2017,201164001552,201164001552,2011640,20,4,4,2,
2017,482391002646,482391002646,4823910,48,11,6,2,5.0
2013,403360329845,403360329845,4033603,40,3,5,1,2.0
2004,450381001422,450381001422,4503810,45,5,3,99,1.0
2011,262895006487,262895006487,2628950,26,2,2,2,2.0
2013,301331000392,301331000392,3013310,30,3,4,1,0.0
2017,170600000279,170600000279,1706000,17,99,2,1,116.0
2001,62865004458,62865004458,628650,6,0,99,99,81.0
2003,720003000103,720003000103,7200030,72,3,99,99,31.0
2003,390514104084,390514104084,3905141,39,6,2,99,0.0
2014,421260002394,421260002394,4212600,42,99,99,2,282.0
2008,350006000079,350006000079,3500060,35,9,6,99,0.0
2009,370502002200,370502002200,3705020,37,7,3,99,22.0
2011,530910002688,530910002688,5309100,53,12,1,2,25.0
2018,60696008121,60696008121,606960,6,99,3,99,12.0
2008,173060003180,173060003180,1730600,17,3,6,1,-2.0
1999,170993001180,170993001180,1709930,17,9,1,99,112.0
2016,90258000494,90258000494,902580,9,2,1,99,31.0
2006,490003801128,490003801128,4900038,49,2,4,2,4.0
2012,190315000010,190315000010,1903150,19,99,4,2,0.0
2010,530294000471,530294000471,5302940,53,3,3,1,5.0
2000,174014004042,174014004042,1740140,17,4,99,1,5.0
2003,280348000678,280348000678,2803480,28,9,3,1,7.0
2006,580000300140,580000300140,5800003,58,8,4,2,2.0
2004,50735000446,50735000446,507350,5,2,2,2,1.0
2014,280219000392,280219000392,2802190,28,1,4,2,0.0
1987,470360001498,470360001498,4703600,47,99,99,99,471.0
2003,250939001507,250939001507,2509390,25,3,1,1,7.0
2015,370117002853,370117002853,3701170,37,12,3,2,0.0
2000,280390001145,280390001145,2803900,28,5,4,99,0.0
2008,481716001489,481716001489,4817160,48,4,7,2,-2.0
2006,180975001596,180975001596,1809750,18,99,1,1,418.0
2017,490042000323,490042000323,4900420,49,2,5,1,0.0
2004,60681000621,60681000621,606810,6,1,3,2,11.0
2013,481305005670,481305005670,4813050,48,99,4,99,34.0
2003,510054000214,510054000214,5100540,51,-1,4,99,0.0
2010,280267000518,280267000518,2802670,28,3,7,1,2.0
2011,192466001415,192466001415,1924660,19,6,99,2,18.0
2017,530166002667,530166002667,5301660,53,99,4,1,0.0
2009,550960001220,550960001220,5509600,55,1,99,2,38.0
2012,170993000911,170993000911,1709930,17,1,4,2,0.0
2014,120033003958,120033003958,1200330,12,99,2,2,30.0
2002,390489903468,390489903468,3904899,39,12,4,2,0.0
2009,63531006012,63531006012,635310,6,5,4,2,1.0
2017,170993000944,170993000944,1709930,17,3,4,2,
2016,280339000654,280339000654,2803390,28,5,99,99,44.0
2004,390447401601,390447401601,3904474,39,2,2,2,6.0
2009,361674001495,361674001495,3616740,36,1,2,2,9.0
2005,482391010753,482391010753,4823910,48,0,2,1,0.0
2006,63525010074,63525010074,635250,6,12,1,99,5.0
2013,390477102951,390477102951,3904771,39,3,7,1,2.0
2007,530771001215,530771001215,5307710,53,9,99,99,0.0
2001,340987001124,340987001124,3409870,34,6,99,99,308.0
2014,280435000822,280435000822,2804350,28,0,4,99,0.0
2008,420297006787,420297006787,4202970,42,6,6,99,0.0
2014,63898007145,63898007145,638980,6,8,1,1,0.0
2015,200775000696,200775000696,2007750,20,99,3,1,4.0
2000,361617001396,361617001396,3616170,36,9,1,1,78.0
2011,120018002119,120018002119,1200180,12,7,4,99,0.0
2004,340912005068,340912005068,3409120,34,3,3,2,1.0
2012,483432001466,483432001466,4834320,48,2,2,2,2.0
2018,80234006644,80234006644,802340,8,3,99,2,48.0
2014,220084000657,220084000657,2200840,22,4,6,1,0.0
2011,40386003086,40386003086,403860,4,7,2,99,0.0
2014,483057003430,483057003430,4830570,48,7,1,1,43.0
2005,172433002644,172433002644,1724330,17,2,5,99,0.0
2014,466627000588,466627000588,4666270,46,4,6,99,0.0
2016,360009505714,360009505714,3600095,36,0,99,9,0.0
2017,467935000952,467935000952,4679350,46,99,99,9,0.0
2009,390437800476,390437800476,3904378,39,4,6,1,-2.0
2009,720003000519,720003000519,7200030,72,0,3,99,39.0
2006,61527001961,61527001961,615270,6,0,99,1,31.0
2016,10288001132,10288001132,102880,1,7,5,2,0.0
2001,62271002855,62271002855,622710,6,1,1,1,1.0
2001,292706001647,292706001647,2927060,29,5,99,1,0.0
2014,231419000667,231419000667,2314190,23,11,4,99,0.0
2001,171926002212,171926002212,1719260,17,7,4,2,0.0
2003,210075001958,210075001958,2100750,21,5,5,2,0.0
2009,350225000518,350225000518,3502250,35,99,7,99,0.0
2006,360008802573,360008802573,3600088,36,99,1,99,15.0
2005,64140006845,64140006845,641400,6,2,5,99,0.0
2005,90438000882,90438000882,904380,9,5,1,2,36.0
2008,341227002396,341227002396,3412270,34,99,1,99,3.0
2017,370012702612,370012702612,3700127,37,6,4,1,3.0
2016,201077000681,201077000681,2010770,20,12,2,2,
1995,80234000056,80234000056,802340,8,99,99,99,1689.0
2001,130255001137,130255001137,1302550,13,3,4,1,0.0
2012,292964001479,292964001479,2929640,29,5,6,99,0.0
2008,130102000362,130102000362,1301020,13,7,4,99,4.0
2007,540102000843,540102000843,5401020,54,99,2,2,2.0
2010,170993001109,170993001109,1709930,17,0,3,2,44.0
2008,210222000402,210222000402,2102220,21,6,3,99,1.0
2014,341800001288,341800001288,3418000,34,4,5,1,0.0
2012,80249001758,80249001758,802490,8,4,6,2,0.0
2015,273384001172,273384001172,2733840,27,-1,99,99,0.0
2014,262115000043,262115000043,2621150,26,5,5,1,0.0
2015,510030000116,510030000116,5100300,51,4,2,2,1.0
2014,40497000383,40497000383,404970,4,5,1,2,3.0
2013,360011903074,360011903074,3600119,36,99,99,1,577.0
2018,320006000441,320006000441,3200060,32,99,2,1,32.0
2012,483510007835,483510007835,4835100,48,2,2,2,1.0
2016,69100809221,69100809221,691008,6,15,6,99,0.0
2013,120171005391,120171005391,1201710,12,4,3,1,16.0
2003,390444501383,390444501383,3904445,39,1,99,99,44.0
2016,360012201996,360012201996,3600122,36,6,5,1,
2011,421529007391,421529007391,4215290,42,99,7,1,1.0
2009,420624001374,420624001374,4206240,42,3,4,2,0.0
2018,360001906369,360001906369,3600019,36,0,6,99,0.0
2009,360012302454,360012302454,3600123,36,3,1,99,3.0
2017,192083001887,192083001887,1920830,19,5,99,9,0.0
2013,403024001650,403024001650,4030240,40,12,6,1,0.0
2010,483483008942,483483008942,4834830,48,8,2,99,66.0
2002,220033000236,220033000236,2200330,22,-1,99,99,40.0
2015,130123003687,130123003687,1301230,13,5,6,99,0.0
2012,390472402815,390472402815,3904724,39,5,2,1,2.0
2009,402064002091,402064002091,4020640,40,3,4,1,0.0
2014,120015002112,120015002112,1200150,12,2,7,99,13.0
1999,192691001580,192691001580,1926910,19,1,5,99,0.0
2000,560103000032,560103000032,5601030,56,2,1,1,20.0
2004,422639001859,422639001859,4226390,42,99,99,2,349.0
1990,410573000249,410573000249,4105730,41,7,99,99,62.0
2012,210144000646,210144000646,2101440,21,5,1,99,2.0
2014,181098001796,181098001796,1810980,18,3,5,1,0.0
2011,60363000298,60363000298,603630,6,0,99,99,123.0
2011,63759006365,63759006365,637590,6,0,5,2,0.0
1999,63153001203,63153001203,631530,6,2,99,2,37.0
2013,380534000150,380534000150,3805340,38,0,2,2,0.0
2002,20039000167,20039000167,200390,2,1,5,1,6.0
2004,174169002094,174169002094,1741690,17,0,2,99,8.0
2005,510264001071,510264001071,5102640,51,3,1,1,17.0
2014,62982004403,62982004403,629820,6,99,4,1,0.0
2003,317527002192,317527002192,3175270,31,1,4,2,0.0
1999,362058002083,362058002083,3620580,36,6,3,99,45.0
2000,470318001999,470318001999,4703180,47,4,2,2,-1.0
1998,63432005489,63432005489,634320,6,99,5,2,2.0
1999,422673002875,422673002875,4226730,42,3,4,2,0.0
2018,40061503151,40061503151,400615,4,99,2,2,0.0
2005,130123000476,130123000476,1301230,13,3,1,1,1.0
2010,422142000084,422142000084,4221420,42,7,1,99,104.0
2018,410004801151,410004801151,4100048,41,1,6,2,1.0
1999,120039002555,120039002555,1200390,12,8,5,99,0.0
2013,63498005919,63498005919,634980,6,12,7,99,44.0
1995,551626002102,551626002102,5516260,55,8,99,99,466.0
1989,170993001048,170993001048,1709930,17,99,1,99,6.0
2014,220099000742,220099000742,2200990,22,8,99,2,26.0
2013,40497000387,40497000387,404970,4,8,6,1,0.0
2015,390502803900,390502803900,3905028,39,0,99,1,35.0
2017,63264011481,63264011481,632640,6,0,7,1,
2017,481938001799,481938001799,4819380,48,99,6,1,0.0
2000,421917007039,421917007039,4219170,42,99,4,1,-1.0
2014,62241002682,62241002682,622410,6,99,5,2,3.0
2008,120123001228,120123001228,1201230,12,0,3,1,36.0
2017,180477002439,180477002439,1804770,18,6,2,99,16.0
2013,390437900573,390437900573,3904379,39,7,4,2,1.0
2013,370072000295,370072000295,3700720,37,99,1,1,415.0
2008,130033002060,130033002060,1300330,13,99,1,99,475.0
2002,400771000508,400771000508,4007710,40,15,5,2,0.0
2002,390438400793,390438400793,3904384,39,1,4,1,0.0
2018,401059001946,401059001946,4010590,40,3,6,99,0.0
2009,530777001283,530777001283,5307770,53,6,6,1,-2.0
2018,273003005200,273003005200,2730030,27,99,6,2,0.0
2002,130228001043,130228001043,1302280,13,1,4,2,1.0
2006,360015302549,360015302549,3600153,36,5,3,1,9.0
2012,62250002754,62250002754,622500,6,1,5,99,0.0
2010,201236000020,201236000020,2012360,20,1,2,99,5.0
2011,261059004527,261059004527,2610590,26,3,4,2,0.0
2018,120039008744,120039008744,1200390,12,7,9,99,0.0
2001,510169002189,510169002189,5101690,51,8,3,2,0.0
2008,240009001331,240009001331,2400090,24,12,5,99,0.0
2008,370357001605,370357001605,3703570,37,99,3,2,0.0
2015,340540005342,340540005342,3405400,34,5,4,1,1.0
2015,362517003483,362517003483,3625170,36,3,2,2,10.0
1999,362337004799,362337004799,3623370,36,6,2,1,0.0
2000,63255005067,63255005067,632550,6,99,5,1,0.0
2018,63384005238,63384005238,633840,6,5,2,99,5.0
2011,341521003616,341521003616,3415210,34,2,99,99,87.0
2008,482406002684,482406002684,4824060,48,1,3,1,5.0
2009,530966001635,530966001635,5309660,53,8,1,99,89.0
2013,61650007506,61650007506,616500,6,10,99,2,195.0
2016,80309000841,80309000841,803090,8,2,99,1,1.0
2004,261872005549,261872005549,2618720,26,6,4,99,4.0
2014,402865001502,402865001502,4028650,40,1,7,2,8.0
2011,64198006873,64198006873,641980,6,6,1,99,20.0
1995,411035001347,411035001347,4110350,41,3,99,99,80.0
2008,173744003875,173744003875,1737440,17,5,6,99,0.0
2005,150003000264,150003000264,1500030,15,8,1,99,8.0
2014,280270000527,280270000527,2802700,28,4,99,1,14.0
2014,170993000668,170993000668,1709930,17,8,1,99,0.0
2003,390505803999,390505803999,3905058,39,0,99,99,32.0
2009,62781004212,62781004212,627810,6,3,6,2,0.0
2016,483873002915,483873002915,4838730,48,7,7,1,0.0
2001,480894005396,480894005396,4808940,48,11,5,1,0.0
2016,120087000993,120087000993,1200870,12,-1,7,1,0.0
2010,60903000919,60903000919,609030,6,3,6,1,0.0
2001,510126001093,510126001093,5101260,51,5,1,2,30.0
2000,210324000871,210324000871,2103240,21,-1,5,1,-1.0
2010,391001005367,391001005367,3910010,39,5,3,1,1.0
2018,263225008838,263225008838,2632250,26,5,5,1,0.0
1999,403099001717,403099001717,4030990,40,0,1,2,7.0
1998,174305004320,174305004320,1743050,17,4,1,1,32.0
2016,540024000030,540024000030,5400240,54,10,6,1,0.0
2013,50612000326,50612000326,506120,5,99,4,99,2.0
2003,60985001069,60985001069,609850,6,5,1,99,56.0
2014,250906001461,250906001461,2509060,25,1,2,99,4.0
1996,201191000711,201191000711,2011910,20,7,99,99,35.0
2004,510081000310,510081000310,5100810,51,6,2,99,255.0
1999,540075000588,540075000588,5400750,54,4,4,99,0.0
2004,181083001768,181083001768,1810830,18,2,99,99,57.0
2017,500000900177,500000900177,5000009,50,0,2,1,
2018,410948000980,410948000980,4109480,41,2,1,99,30.0
2017,481329013517,481329013517,4813290,48,1,99,9,0.0
